Image_Index	Label	Score
141	NEUTRAL	0.0008
142	NEUTRAL	0.0011
143	NEUTRAL	0.0026
144	NEUTRAL	0.0008
145	NEUTRAL	0.0018
146	NEUTRAL	0.0011
147	NEUTRAL	0.0019
148	NEUTRAL	0.0011
149	NEUTRAL	0.0008
150	NEUTRAL	0.0009
151	NEUTRAL	0.0008
152	NEUTRAL	0.0009
153	NEUTRAL	0.0012
154	NEUTRAL	0.0008
155	NEUTRAL	0.0016
156	NEUTRAL	0.0028
157	NEUTRAL	0.0007
158	NEUTRAL	0.0006
159	NEUTRAL	0.0004
160	NEUTRAL	0.0010
161	NEUTRAL	0.0009
162	NEUTRAL	0.0011
163	NEUTRAL	0.0005
164	NEUTRAL	0.0008
165	NEUTRAL	0.0008
166	NEUTRAL	0.0016
167	NEUTRAL	0.0008
168	NEUTRAL	0.0007
169	NEUTRAL	0.0009
170	NEUTRAL	0.0005
171	NEUTRAL	0.0012
172	NEUTRAL	0.0008
173	NEUTRAL	0.0007
174	NEUTRAL	0.0006
175	NEUTRAL	0.0015
176	NEUTRAL	0.0013
177	NEUTRAL	0.0009
178	NEUTRAL	0.0023
179	NEUTRAL	0.0016
180	NEUTRAL	0.0007
181	NEUTRAL	0.0009
182	NEUTRAL	0.0013
183	NEUTRAL	0.0008
184	NEUTRAL	0.0007
185	NEUTRAL	0.0005
186	NEUTRAL	0.0010
187	NEUTRAL	0.0009
188	NEUTRAL	0.0025
189	NEUTRAL	0.0024
190	NEUTRAL	0.0014
191	NEUTRAL	0.0019
192	NEUTRAL	0.0009
193	NEUTRAL	0.0008
194	NEUTRAL	0.0007
195	NEUTRAL	0.0009
196	NEUTRAL	0.0009
197	NEUTRAL	0.0008
198	NEUTRAL	0.0013
199	NEUTRAL	0.0018
200	NEUTRAL	0.0016
201	NEUTRAL	0.0007
202	NEUTRAL	0.0009
203	NEUTRAL	0.0008
204	NEUTRAL	0.0028
205	NEUTRAL	0.0012
206	NEUTRAL	0.0012
207	NEUTRAL	0.0014
208	NEUTRAL	0.0019
209	NEUTRAL	0.0011
210	NEUTRAL	0.0008
211	NEUTRAL	0.0009
212	NEUTRAL	0.0018
213	NEUTRAL	0.0009
214	NEUTRAL	0.0017
215	NEUTRAL	0.0030
216	NEUTRAL	0.0009
217	NEUTRAL	0.0013
218	NEUTRAL	0.0011
219	NEUTRAL	0.0014
220	NEUTRAL	0.0002
221	NEUTRAL	0.0006
222	NEUTRAL	0.0009
223	NEUTRAL	0.0008
224	NEUTRAL	0.0010
225	NEUTRAL	0.0011
226	NEUTRAL	0.0010
227	NEUTRAL	0.0006
228	NEUTRAL	0.0007
229	NEUTRAL	0.0004
230	NEUTRAL	0.0009
231	NEUTRAL	0.0011
232	NEUTRAL	0.0010
233	NEUTRAL	0.0027
234	NEUTRAL	0.0012
235	NEUTRAL	0.0005
236	NEUTRAL	0.0006
237	NEUTRAL	0.0007
238	NEUTRAL	0.0007
239	NEUTRAL	0.0019
240	NEUTRAL	0.0034
241	NEUTRAL	0.0017
242	NEUTRAL	0.0010
243	NEUTRAL	0.0006
244	NEUTRAL	0.0011
245	NEUTRAL	0.0009
246	NEUTRAL	0.0012
247	NEUTRAL	0.0009
248	NEUTRAL	0.0005
249	NEUTRAL	0.0010
250	NEUTRAL	0.0008
251	NEUTRAL	0.0024
252	NEUTRAL	0.0015
253	NEUTRAL	0.0022
254	NEUTRAL	0.0006
255	NEUTRAL	0.0021
256	NEUTRAL	0.0006
257	NEUTRAL	0.0008
258	NEUTRAL	0.0018
259	NEUTRAL	0.0005
260	NEUTRAL	0.0011
261	NEUTRAL	0.0030
262	NEUTRAL	0.0017
263	NEUTRAL	0.0012
264	NEUTRAL	0.0012
265	NEUTRAL	0.0009
266	NEUTRAL	0.0020
267	NEUTRAL	0.0010
268	NEUTRAL	0.0016
269	NEUTRAL	0.0008
270	NEUTRAL	0.0009
271	NEUTRAL	0.0014
272	NEUTRAL	0.0017
273	NEUTRAL	0.0007
274	NEUTRAL	0.0012
275	NEUTRAL	0.0010
276	NEUTRAL	0.0007
277	NEUTRAL	0.0008
278	NEUTRAL	0.0007
279	NEUTRAL	0.0012
280	NEUTRAL	0.0013
281	NEUTRAL	0.0014
282	NEUTRAL	0.0007
283	NEUTRAL	0.0017
284	NEUTRAL	0.0010
285	NEUTRAL	0.0019
286	NEUTRAL	0.0014
287	NEUTRAL	0.0012
288	NEUTRAL	0.0042
289	NEUTRAL	0.0006
290	NEUTRAL	0.0008
291	NEUTRAL	0.0007
292	NEUTRAL	0.0016
293	NEUTRAL	0.0018
294	NEUTRAL	0.0019
295	NEUTRAL	0.0010
296	NEUTRAL	0.0036
297	NEUTRAL	0.0004
298	NEUTRAL	0.0005
299	NEUTRAL	0.0014
300	NEUTRAL	0.0022
301	NEUTRAL	0.0012
302	NEUTRAL	0.0018
303	NEUTRAL	0.0006
304	NEUTRAL	0.0005
305	NEUTRAL	0.0010
306	NEUTRAL	0.0012
307	NEUTRAL	0.0021
308	NEUTRAL	0.0011
309	NEUTRAL	0.0005
310	NEUTRAL	0.0012
311	NEUTRAL	0.0027
312	NEUTRAL	0.0016
313	NEUTRAL	0.0026
314	NEUTRAL	0.0009
315	NEUTRAL	0.0007
316	NEUTRAL	0.0003
317	NEUTRAL	0.0008
318	NEUTRAL	0.0009
319	NEUTRAL	0.0015
320	NEUTRAL	0.0013
321	NEUTRAL	0.0019
322	NEUTRAL	0.0006
323	NEUTRAL	0.0022
324	NEUTRAL	0.0016
325	NEUTRAL	0.0011
326	NEUTRAL	0.0009
327	NEUTRAL	0.0014
328	NEUTRAL	0.0006
329	NEUTRAL	0.0007
330	NEUTRAL	0.0006
331	NEUTRAL	0.0009
332	NEUTRAL	0.0006
333	NEUTRAL	0.0018
334	NEUTRAL	0.0023
335	NEUTRAL	0.0018
336	NEUTRAL	0.0015
337	NEUTRAL	0.0010
338	NEUTRAL	0.0006
339	NEUTRAL	0.0028
340	NEUTRAL	0.0008
341	NEUTRAL	0.0012
342	NEUTRAL	0.0015
343	NEUTRAL	0.0007
344	NEUTRAL	0.0010
345	NEUTRAL	0.0010
346	NEUTRAL	0.0014
347	NEUTRAL	0.0027
348	NEUTRAL	0.0026
349	NEUTRAL	0.0014
350	NEUTRAL	0.0015
351	NEUTRAL	0.0013
352	NEUTRAL	0.0011
353	NEUTRAL	0.0017
354	NEUTRAL	0.0012
355	NEUTRAL	0.0010
356	NEUTRAL	0.0007
357	NEUTRAL	0.0013
358	NEUTRAL	0.0009
359	NEUTRAL	0.0009
360	NEUTRAL	0.0010
361	NEUTRAL	0.0010
362	NEUTRAL	0.0015
363	NEUTRAL	0.0044
364	NEUTRAL	0.0010
365	NEUTRAL	0.0020
366	NEUTRAL	0.0020
367	NEUTRAL	0.0012
368	NEUTRAL	0.0009
369	NEUTRAL	0.0015
370	NEUTRAL	0.0014
371	NEUTRAL	0.0007
372	NEUTRAL	0.0050
373	NEUTRAL	0.0011
374	NEUTRAL	0.0009
375	NEUTRAL	0.0014
376	NEUTRAL	0.0011
377	NEUTRAL	0.0016
378	NEUTRAL	0.0013
379	NEUTRAL	0.0004
380	NEUTRAL	0.0048
381	NEUTRAL	0.0020
382	NEUTRAL	0.0003
383	NEUTRAL	0.0005
384	NEUTRAL	0.0004
385	NEUTRAL	0.0005
386	NEUTRAL	0.0013
387	NEUTRAL	0.0007
388	NEUTRAL	0.0013
389	NEUTRAL	0.0027
390	NEUTRAL	0.0017
391	NEUTRAL	0.0024
392	NEUTRAL	0.0008
393	NEUTRAL	0.0021
394	NEUTRAL	0.0013
395	NEUTRAL	0.0011
396	NEUTRAL	0.0031
397	NEUTRAL	0.0006
398	NEUTRAL	0.0008
399	NEUTRAL	0.0034
400	NEUTRAL	0.0013
401	NEUTRAL	0.0026
402	NEUTRAL	0.0012
403	NEUTRAL	0.0005
404	NEUTRAL	0.0004
405	NEUTRAL	0.0006
406	NEUTRAL	0.0020
407	NEUTRAL	0.0012
408	NEUTRAL	0.0010
409	NEUTRAL	0.0015
410	NEUTRAL	0.0011
411	NEUTRAL	0.0006
412	NEUTRAL	0.0010
413	NEUTRAL	0.0005
414	NEUTRAL	0.0010
415	NEUTRAL	0.0020
416	NEUTRAL	0.0011
417	NEUTRAL	0.0016
418	NEUTRAL	0.0007
419	NEUTRAL	0.0013
420	NEUTRAL	0.0005
421	NEUTRAL	0.0012
422	NEUTRAL	0.0011
423	NEUTRAL	0.0021
424	NEUTRAL	0.0011
425	NEUTRAL	0.0014
426	NEUTRAL	0.0015
427	NEUTRAL	0.0050
428	NEUTRAL	0.0021
429	NEUTRAL	0.0051
430	NEUTRAL	0.0017
431	NEUTRAL	0.0009
432	NEUTRAL	0.0017
433	NEUTRAL	0.0013
434	NEUTRAL	0.0022
435	NEUTRAL	0.0008
436	NEUTRAL	0.0012
437	NEUTRAL	0.0014
438	NEUTRAL	0.0004
439	NEUTRAL	0.0011
440	NEUTRAL	0.0009
441	NEUTRAL	0.0011
442	NEUTRAL	0.0007
443	NEUTRAL	0.0039
444	NEUTRAL	0.0020
445	NEUTRAL	0.0007
446	NEUTRAL	0.0020
447	NEUTRAL	0.0016
448	NEUTRAL	0.0010
449	NEUTRAL	0.0019
450	NEUTRAL	0.0005
451	NEUTRAL	0.0009
452	NEUTRAL	0.0010
453	NEUTRAL	0.0024
454	NEUTRAL	0.0021
455	NEUTRAL	0.0019
456	NEUTRAL	0.0031
457	NEUTRAL	0.0027
458	NEUTRAL	0.0008
459	NEUTRAL	0.0014
460	NEUTRAL	0.0019
461	NEUTRAL	0.0021
462	NEUTRAL	0.0009
463	NEUTRAL	0.0010
464	NEUTRAL	0.0013
465	NEUTRAL	0.0006
466	NEUTRAL	0.0029
467	NEUTRAL	0.0008
468	NEUTRAL	0.0008
469	NEUTRAL	0.0026
470	NEUTRAL	0.0006
471	NEUTRAL	0.0029
472	NEUTRAL	0.0006
473	NEUTRAL	0.0008
474	NEUTRAL	0.0017
475	NEUTRAL	0.0018
476	NEUTRAL	0.0018
477	NEUTRAL	0.0009
478	NEUTRAL	0.0008
479	NEUTRAL	0.0009
480	NEUTRAL	0.0018
481	NEUTRAL	0.0006
482	NEUTRAL	0.0007
483	NEUTRAL	0.0007
484	NEUTRAL	0.0011
485	NEUTRAL	0.0015
486	NEUTRAL	0.0018
487	NEUTRAL	0.0020
488	NEUTRAL	0.0016
489	NEUTRAL	0.0019
490	NEUTRAL	0.0011
491	NEUTRAL	0.0014
492	NEUTRAL	0.0009
493	NEUTRAL	0.0011
494	NEUTRAL	0.0012
495	NEUTRAL	0.0010
496	NEUTRAL	0.0012
497	NEUTRAL	0.0010
498	NEUTRAL	0.0020
499	NEUTRAL	0.0006
500	NEUTRAL	0.0022
501	NEUTRAL	0.0004
502	NEUTRAL	0.0035
503	NEUTRAL	0.0013
504	NEUTRAL	0.0012
505	NEUTRAL	0.0016
506	NEUTRAL	0.0012
507	NEUTRAL	0.0011
508	NEUTRAL	0.0018
509	NEUTRAL	0.0012
510	NEUTRAL	0.0019
511	NEUTRAL	0.0015
512	NEUTRAL	0.0015
513	NEUTRAL	0.0006
514	NEUTRAL	0.0012
515	NEUTRAL	0.0009
516	NEUTRAL	0.0016
517	NEUTRAL	0.0029
518	NEUTRAL	0.0012
519	NEUTRAL	0.0007
520	NEUTRAL	0.0030
521	NEUTRAL	0.0011
522	NEUTRAL	0.0025
523	NEUTRAL	0.0026
524	NEUTRAL	0.0011
525	NEUTRAL	0.0004
526	NEUTRAL	0.0007
527	NEUTRAL	0.0009
528	NEUTRAL	0.0019
529	NEUTRAL	0.0005
530	NEUTRAL	0.0009
531	NEUTRAL	0.0010
532	NEUTRAL	0.0004
533	NEUTRAL	0.0027
534	NEUTRAL	0.0008
535	NEUTRAL	0.0011
536	NEUTRAL	0.0004
537	NEUTRAL	0.0076
538	NEUTRAL	0.0029
539	NEUTRAL	0.0030
540	NEUTRAL	0.0023
541	NEUTRAL	0.0006
542	NEUTRAL	0.0014
543	NEUTRAL	0.0006
544	NEUTRAL	0.0034
545	NEUTRAL	0.0017
546	NEUTRAL	0.0016
547	NEUTRAL	0.0010
548	NEUTRAL	0.0015
549	NEUTRAL	0.0011
550	NEUTRAL	0.0019
551	NEUTRAL	0.0011
552	NEUTRAL	0.0011
553	NEUTRAL	0.0014
554	NEUTRAL	0.0006
555	NEUTRAL	0.0012
556	NEUTRAL	0.0006
557	NEUTRAL	0.0009
558	NEUTRAL	0.0009
559	NEUTRAL	0.0011
560	NEUTRAL	0.0011
561	NEUTRAL	0.0011
562	NEUTRAL	0.0018
563	NEUTRAL	0.0007
564	NEUTRAL	0.0029
565	NEUTRAL	0.0017
566	NEUTRAL	0.0010
567	NEUTRAL	0.0014
568	NEUTRAL	0.0022
569	NEUTRAL	0.0015
570	NEUTRAL	0.0012
571	NEUTRAL	0.0033
572	NEUTRAL	0.0055
573	NEUTRAL	0.0008
574	NEUTRAL	0.0008
575	NEUTRAL	0.0028
576	NEUTRAL	0.0015
577	NEUTRAL	0.0006
578	NEUTRAL	0.0053
579	NEUTRAL	0.0018
580	NEUTRAL	0.0008
581	NEUTRAL	0.0007
582	NEUTRAL	0.0012
583	NEUTRAL	0.0039
584	NEUTRAL	0.0019
585	NEUTRAL	0.0023
586	NEUTRAL	0.0020
587	NEUTRAL	0.0013
588	NEUTRAL	0.0009
589	NEUTRAL	0.0011
590	NEUTRAL	0.0013
591	NEUTRAL	0.0034
592	NEUTRAL	0.0009
593	NEUTRAL	0.0028
594	NEUTRAL	0.0020
595	NEUTRAL	0.0015
596	NEUTRAL	0.0008
597	NEUTRAL	0.0006
598	NEUTRAL	0.0014
599	NEUTRAL	0.0014
600	NEUTRAL	0.0018
601	NEUTRAL	0.0010
602	NEUTRAL	0.0007
603	NEUTRAL	0.0008
604	NEUTRAL	0.0002
605	NEUTRAL	0.0010
606	NEUTRAL	0.0015
607	NEUTRAL	0.0011
608	NEUTRAL	0.0013
609	NEUTRAL	0.0010
610	NEUTRAL	0.0009
611	NEUTRAL	0.0010
612	NEUTRAL	0.0013
613	NEUTRAL	0.0010
614	NEUTRAL	0.0004
615	NEUTRAL	0.0007
616	NEUTRAL	0.0010
617	NEUTRAL	0.0006
618	NEUTRAL	0.0005
619	NEUTRAL	0.0017
620	NEUTRAL	0.0024
621	NEUTRAL	0.0018
622	NEUTRAL	0.0007
623	NEUTRAL	0.0015
624	NEUTRAL	0.0025
625	NEUTRAL	0.0005
626	NEUTRAL	0.0010
627	NEUTRAL	0.0011
628	NEUTRAL	0.0025
629	NEUTRAL	0.0018
630	NEUTRAL	0.0005
631	NEUTRAL	0.0012
632	NEUTRAL	0.0020
633	NEUTRAL	0.0007
634	NEUTRAL	0.0009
635	NEUTRAL	0.0039
636	NEUTRAL	0.0019
637	NEUTRAL	0.0007
638	NEUTRAL	0.0016
639	NEUTRAL	0.0007
640	NEUTRAL	0.0047
641	NEUTRAL	0.0007
642	NEUTRAL	0.0006
643	NEUTRAL	0.0007
644	NEUTRAL	0.0009
645	NEUTRAL	0.0004
646	NEUTRAL	0.0013
647	NEUTRAL	0.0017
648	NEUTRAL	0.0012
649	NEUTRAL	0.0009
650	NEUTRAL	0.0021
651	NEUTRAL	0.0022
652	NEUTRAL	0.0036
653	NEUTRAL	0.0015
654	NEUTRAL	0.0007
655	NEUTRAL	0.0007
656	NEUTRAL	0.0011
657	NEUTRAL	0.0028
658	NEUTRAL	0.0016
659	NEUTRAL	0.0021
660	NEUTRAL	0.0029
661	NEUTRAL	0.0023
662	NEUTRAL	0.0010
663	NEUTRAL	0.0012
664	NEUTRAL	0.0017
665	NEUTRAL	0.0007
666	NEUTRAL	0.0014
667	NEUTRAL	0.0005
668	NEUTRAL	0.0023
669	NEUTRAL	0.0013
670	NEUTRAL	0.0036
671	NEUTRAL	0.0041
672	NEUTRAL	0.0011
673	NEUTRAL	0.0018
674	NEUTRAL	0.0017
675	NEUTRAL	0.0034
676	NEUTRAL	0.0017
677	NEUTRAL	0.0018
678	NEUTRAL	0.0014
679	NEUTRAL	0.0022
680	NEUTRAL	0.0024
681	NEUTRAL	0.0014
682	NEUTRAL	0.0028
683	NEUTRAL	0.0020
684	NEUTRAL	0.0011
685	NEUTRAL	0.0006
686	NEUTRAL	0.0009
687	NEUTRAL	0.0007
688	NEUTRAL	0.0004
689	NEUTRAL	0.0014
690	NEUTRAL	0.0004
691	NEUTRAL	0.0005
692	NEUTRAL	0.0007
693	NEUTRAL	0.0005
694	NEUTRAL	0.0017
695	NEUTRAL	0.0021
696	NEUTRAL	0.0013
697	NEUTRAL	0.0059
698	NEUTRAL	0.0010
699	NEUTRAL	0.0008
700	NEUTRAL	0.0017
701	NEUTRAL	0.0011
702	NEUTRAL	0.0010
703	NEUTRAL	0.0012
704	NEUTRAL	0.0016
705	NEUTRAL	0.0009
706	NEUTRAL	0.0032
707	NEUTRAL	0.0027
708	NEUTRAL	0.0013
709	NEUTRAL	0.0005
710	NEUTRAL	0.0028
711	NEUTRAL	0.0011
712	NEUTRAL	0.0017
713	NEUTRAL	0.0008
714	NEUTRAL	0.0018
715	NEUTRAL	0.0006
716	NEUTRAL	0.0009
717	NEUTRAL	0.0026
718	NEUTRAL	0.0006
719	NEUTRAL	0.0005
720	NEUTRAL	0.0010
721	NEUTRAL	0.0016
722	NEUTRAL	0.0017
723	NEUTRAL	0.0006
724	NEUTRAL	0.0008
725	NEUTRAL	0.0008
726	NEUTRAL	0.0007
727	NEUTRAL	0.0007
728	NEUTRAL	0.0013
729	NEUTRAL	0.0007
730	NEUTRAL	0.0019
731	NEUTRAL	0.0012
732	NEUTRAL	0.0005
733	NEUTRAL	0.0012
734	NEUTRAL	0.0018
735	NEUTRAL	0.0007
736	NEUTRAL	0.0008
737	NEUTRAL	0.0010
738	NEUTRAL	0.0010
739	NEUTRAL	0.0009
740	NEUTRAL	0.0023
741	NEUTRAL	0.0007
742	NEUTRAL	0.0010
743	NEUTRAL	0.0012
744	NEUTRAL	0.0007
745	NEUTRAL	0.0004
746	NEUTRAL	0.0009
747	NEUTRAL	0.0011
748	NEUTRAL	0.0013
749	NEUTRAL	0.0022
750	NEUTRAL	0.0015
751	NEUTRAL	0.0010
752	NEUTRAL	0.0019
753	NEUTRAL	0.0017
754	NEUTRAL	0.0005
755	NEUTRAL	0.0006
756	NEUTRAL	0.0012
757	NEUTRAL	0.0006
758	NEUTRAL	0.0007
759	NEUTRAL	0.0012
760	NEUTRAL	0.0015
761	NEUTRAL	0.0012
762	NEUTRAL	0.0006
763	NEUTRAL	0.0008
764	NEUTRAL	0.0022
765	NEUTRAL	0.0033
766	NEUTRAL	0.0014
767	NEUTRAL	0.0011
768	NEUTRAL	0.0004
769	NEUTRAL	0.0009
770	NEUTRAL	0.0007
771	NEUTRAL	0.0016
772	NEUTRAL	0.0014
773	NEUTRAL	0.0014
774	NEUTRAL	0.0009
775	NEUTRAL	0.0007
776	NEUTRAL	0.0010
777	NEUTRAL	0.0016
778	NEUTRAL	0.0014
779	NEUTRAL	0.0014
780	NEUTRAL	0.0008
781	NEUTRAL	0.0012
782	NEUTRAL	0.0006
783	NEUTRAL	0.0006
784	NEUTRAL	0.0009
785	NEUTRAL	0.0008
786	NEUTRAL	0.0004
787	NEUTRAL	0.0007
788	NEUTRAL	0.0012
789	NEUTRAL	0.0016
790	NEUTRAL	0.0008
791	NEUTRAL	0.0006
792	NEUTRAL	0.0006
793	NEUTRAL	0.0009
794	NEUTRAL	0.0011
795	NEUTRAL	0.0022
796	NEUTRAL	0.0019
797	NEUTRAL	0.0012
798	NEUTRAL	0.0006
799	NEUTRAL	0.0009
800	NEUTRAL	0.0008
801	NEUTRAL	0.0007
802	NEUTRAL	0.0007
803	NEUTRAL	0.0007
804	NEUTRAL	0.0009
805	NEUTRAL	0.0007
806	NEUTRAL	0.0013
807	NEUTRAL	0.0005
808	NEUTRAL	0.0003
809	NEUTRAL	0.0007
810	NEUTRAL	0.0022
811	NEUTRAL	0.0026
812	NEUTRAL	0.0019
813	NEUTRAL	0.0021
814	NEUTRAL	0.0045
815	NEUTRAL	0.0018
816	NEUTRAL	0.0014
817	NEUTRAL	0.0018
818	NEUTRAL	0.0025
819	NEUTRAL	0.0020
820	NEUTRAL	0.0025
821	NEUTRAL	0.0017
822	NEUTRAL	0.0008
823	NEUTRAL	0.0008
824	NEUTRAL	0.0004
825	NEUTRAL	0.0022
826	NEUTRAL	0.0036
827	NEUTRAL	0.0024
828	NEUTRAL	0.0007
829	NEUTRAL	0.0031
830	NEUTRAL	0.0010
831	NEUTRAL	0.0015
832	NEUTRAL	0.0016
833	NEUTRAL	0.0013
834	NEUTRAL	0.0021
835	NEUTRAL	0.0011
836	NEUTRAL	0.0005
837	NEUTRAL	0.0010
838	NEUTRAL	0.0008
839	NEUTRAL	0.0016
840	NEUTRAL	0.0010
841	NEUTRAL	0.0011
842	NEUTRAL	0.0019
843	NEUTRAL	0.0010
844	NEUTRAL	0.0006
845	NEUTRAL	0.0012
846	NEUTRAL	0.0008
847	NEUTRAL	0.0007
848	NEUTRAL	0.0012
849	NEUTRAL	0.0006
850	NEUTRAL	0.0031
851	NEUTRAL	0.0005
852	NEUTRAL	0.0007
853	NEUTRAL	0.0006
854	NEUTRAL	0.0008
855	NEUTRAL	0.0009
856	NEUTRAL	0.0009
857	NEUTRAL	0.0036
858	NEUTRAL	0.0038
859	NEUTRAL	0.0007
860	NEUTRAL	0.0006
861	NEUTRAL	0.0006
862	NEUTRAL	0.0008
863	NEUTRAL	0.0015
864	NEUTRAL	0.0010
865	NEUTRAL	0.0012
866	NEUTRAL	0.0025
867	NEUTRAL	0.0013
868	NEUTRAL	0.0008
869	NEUTRAL	0.0006
870	NEUTRAL	0.0018
871	NEUTRAL	0.0033
872	NEUTRAL	0.0004
873	NEUTRAL	0.0005
874	NEUTRAL	0.0011
875	NEUTRAL	0.0018
876	NEUTRAL	0.0010
877	NEUTRAL	0.0005
878	NEUTRAL	0.0004
879	NEUTRAL	0.0040
880	NEUTRAL	0.0008
881	NEUTRAL	0.0011
882	NEUTRAL	0.0014
883	NEUTRAL	0.0006
884	NEUTRAL	0.0026
885	NEUTRAL	0.0009
886	NEUTRAL	0.0011
887	NEUTRAL	0.0009
888	NEUTRAL	0.0016
889	NEUTRAL	0.0013
890	NEUTRAL	0.0012
891	NEUTRAL	0.0024
892	NEUTRAL	0.0012
893	NEUTRAL	0.0023
894	NEUTRAL	0.0006
895	NEUTRAL	0.0005
896	NEUTRAL	0.0019
897	NEUTRAL	0.0017
898	NEUTRAL	0.0007
899	NEUTRAL	0.0009
900	NEUTRAL	0.0013
901	NEUTRAL	0.0011
902	NEUTRAL	0.0013
903	NEUTRAL	0.0012
904	NEUTRAL	0.0014
905	NEUTRAL	0.0013
906	NEUTRAL	0.0021
907	NEUTRAL	0.0024
908	NEUTRAL	0.0018
909	NEUTRAL	0.0016
910	NEUTRAL	0.0016
911	NEUTRAL	0.0011
912	NEUTRAL	0.0006
913	NEUTRAL	0.0012
914	NEUTRAL	0.0050
915	NEUTRAL	0.0010
916	NEUTRAL	0.0017
917	NEUTRAL	0.0025
918	NEUTRAL	0.0032
919	NEUTRAL	0.0009
920	NEUTRAL	0.0010
921	NEUTRAL	0.0006
922	NEUTRAL	0.0013
923	NEUTRAL	0.0016
924	NEUTRAL	0.0005
925	NEUTRAL	0.0013
926	NEUTRAL	0.0019
927	NEUTRAL	0.0010
928	NEUTRAL	0.0029
929	NEUTRAL	0.0014
930	NEUTRAL	0.0006
