Image_Index	Label	Score
141	NEUTRAL	0.0010
142	NEUTRAL	0.0010
143	NEUTRAL	0.0010
144	NEUTRAL	0.0015
145	NEUTRAL	0.0012
146	NEUTRAL	0.0011
147	NEUTRAL	0.0014
148	NEUTRAL	0.0013
149	NEUTRAL	0.0015
150	NEUTRAL	0.0015
151	NEUTRAL	0.0013
152	NEUTRAL	0.0009
153	NEUTRAL	0.0010
154	NEUTRAL	0.0012
155	NEUTRAL	0.0013
156	NEUTRAL	0.0012
157	NEUTRAL	0.0010
158	NEUTRAL	0.0010
159	NEUTRAL	0.0010
160	NEUTRAL	0.0011
161	NEUTRAL	0.0012
162	NEUTRAL	0.0016
163	NEUTRAL	0.0014
164	NEUTRAL	0.0013
165	NEUTRAL	0.0013
166	NEUTRAL	0.0012
167	NEUTRAL	0.0014
168	NEUTRAL	0.0016
169	NEUTRAL	0.0016
170	NEUTRAL	0.0018
171	NEUTRAL	0.0013
172	NEUTRAL	0.0016
173	NEUTRAL	0.0015
174	NEUTRAL	0.0009
175	NEUTRAL	0.0008
176	NEUTRAL	0.0010
177	NEUTRAL	0.0009
178	NEUTRAL	0.0009
179	NEUTRAL	0.0010
180	NEUTRAL	0.0009
181	NEUTRAL	0.0007
182	NEUTRAL	0.0007
183	NEUTRAL	0.0007
184	NEUTRAL	0.0009
185	NEUTRAL	0.0009
186	NEUTRAL	0.0008
187	NEUTRAL	0.0009
188	NEUTRAL	0.0011
189	NEUTRAL	0.0010
190	NEUTRAL	0.0009
191	NEUTRAL	0.0008
192	NEUTRAL	0.0011
193	NEUTRAL	0.0012
194	NEUTRAL	0.0012
195	NEUTRAL	0.0013
196	NEUTRAL	0.0012
197	NEUTRAL	0.0007
198	NEUTRAL	0.0009
199	NEUTRAL	0.0007
200	NEUTRAL	0.0014
201	NEUTRAL	0.0014
202	NEUTRAL	0.0009
203	NEUTRAL	0.0008
204	NEUTRAL	0.0008
205	NEUTRAL	0.0008
206	NEUTRAL	0.0010
207	NEUTRAL	0.0009
208	NEUTRAL	0.0010
209	NEUTRAL	0.0011
210	NEUTRAL	0.0009
211	NEUTRAL	0.0011
212	NEUTRAL	0.0010
213	NEUTRAL	0.0013
214	NEUTRAL	0.0012
215	NEUTRAL	0.0012
216	NEUTRAL	0.0013
217	NEUTRAL	0.0014
218	NEUTRAL	0.0011
219	NEUTRAL	0.0012
220	NEUTRAL	0.0012
221	NEUTRAL	0.0015
222	NEUTRAL	0.0011
223	NEUTRAL	0.0012
224	NEUTRAL	0.0011
225	NEUTRAL	0.0011
226	NEUTRAL	0.0010
227	NEUTRAL	0.0010
228	NEUTRAL	0.0014
229	NEUTRAL	0.0011
230	NEUTRAL	0.0010
231	NEUTRAL	0.0012
232	NEUTRAL	0.0015
233	NEUTRAL	0.0012
234	NEUTRAL	0.0011
235	NEUTRAL	0.0014
236	NEUTRAL	0.0010
237	NEUTRAL	0.0008
238	NEUTRAL	0.0008
239	NEUTRAL	0.0010
240	NEUTRAL	0.0010
241	NEUTRAL	0.0009
242	NEUTRAL	0.0010
243	NEUTRAL	0.0010
244	NEUTRAL	0.0010
245	NEUTRAL	0.0007
246	NEUTRAL	0.0008
247	NEUTRAL	0.0009
248	NEUTRAL	0.0007
249	NEUTRAL	0.0007
250	NEUTRAL	0.0007
251	NEUTRAL	0.0007
252	NEUTRAL	0.0006
253	NEUTRAL	0.0007
254	NEUTRAL	0.0007
255	NEUTRAL	0.0007
256	NEUTRAL	0.0008
257	NEUTRAL	0.0007
258	NEUTRAL	0.0007
259	NEUTRAL	0.0009
260	NEUTRAL	0.0010
261	NEUTRAL	0.0009
262	NEUTRAL	0.0009
263	NEUTRAL	0.0011
264	NEUTRAL	0.0011
265	NEUTRAL	0.0009
266	NEUTRAL	0.0008
267	NEUTRAL	0.0008
268	NEUTRAL	0.0008
269	NEUTRAL	0.0010
270	NEUTRAL	0.0010
271	NEUTRAL	0.0010
272	NEUTRAL	0.0008
273	NEUTRAL	0.0011
274	NEUTRAL	0.0010
275	NEUTRAL	0.0008
276	NEUTRAL	0.0011
277	NEUTRAL	0.0010
278	NEUTRAL	0.0010
279	NEUTRAL	0.0013
280	NEUTRAL	0.0012
281	NEUTRAL	0.0019
282	NEUTRAL	0.0016
283	NEUTRAL	0.0013
284	NEUTRAL	0.0017
285	NEUTRAL	0.0017
286	NEUTRAL	0.0022
287	NEUTRAL	0.0020
288	NEUTRAL	0.0020
289	NEUTRAL	0.0021
290	NEUTRAL	0.0016
291	NEUTRAL	0.0016
292	NEUTRAL	0.0017
293	NEUTRAL	0.0015
294	NEUTRAL	0.0019
295	NEUTRAL	0.0019
296	NEUTRAL	0.0019
297	NEUTRAL	0.0014
298	NEUTRAL	0.0011
299	NEUTRAL	0.0014
300	NEUTRAL	0.0013
301	NEUTRAL	0.0010
302	NEUTRAL	0.0010
303	NEUTRAL	0.0011
304	NEUTRAL	0.0008
305	NEUTRAL	0.0010
306	NEUTRAL	0.0011
307	NEUTRAL	0.0011
308	NEUTRAL	0.0012
309	NEUTRAL	0.0012
310	NEUTRAL	0.0013
311	NEUTRAL	0.0016
312	NEUTRAL	0.0014
313	NEUTRAL	0.0013
314	NEUTRAL	0.0010
315	NEUTRAL	0.0009
316	NEUTRAL	0.0008
317	NEUTRAL	0.0009
318	NEUTRAL	0.0007
319	NEUTRAL	0.0009
320	NEUTRAL	0.0007
321	NEUTRAL	0.0007
322	NEUTRAL	0.0008
323	NEUTRAL	0.0007
324	NEUTRAL	0.0007
325	NEUTRAL	0.0007
326	NEUTRAL	0.0007
327	NEUTRAL	0.0006
328	NEUTRAL	0.0005
329	NEUTRAL	0.0005
330	NEUTRAL	0.0006
331	NEUTRAL	0.0005
332	NEUTRAL	0.0008
333	NEUTRAL	0.0008
334	NEUTRAL	0.0006
335	NEUTRAL	0.0008
336	NEUTRAL	0.0007
337	NEUTRAL	0.0010
338	NEUTRAL	0.0010
339	NEUTRAL	0.0012
340	NEUTRAL	0.0010
341	NEUTRAL	0.0011
342	NEUTRAL	0.0015
343	NEUTRAL	0.0012
344	NEUTRAL	0.0012
345	NEUTRAL	0.0013
346	NEUTRAL	0.0013
347	NEUTRAL	0.0012
348	NEUTRAL	0.0013
349	NEUTRAL	0.0011
350	NEUTRAL	0.0010
351	NEUTRAL	0.0008
352	NEUTRAL	0.0007
353	NEUTRAL	0.0009
354	NEUTRAL	0.0007
355	NEUTRAL	0.0010
356	NEUTRAL	0.0010
357	NEUTRAL	0.0009
358	NEUTRAL	0.0007
359	NEUTRAL	0.0007
360	NEUTRAL	0.0008
361	NEUTRAL	0.0006
362	NEUTRAL	0.0007
363	NEUTRAL	0.0005
364	NEUTRAL	0.0007
365	NEUTRAL	0.0006
366	NEUTRAL	0.0007
367	NEUTRAL	0.0007
368	NEUTRAL	0.0008
369	NEUTRAL	0.0009
370	NEUTRAL	0.0009
371	NEUTRAL	0.0009
372	NEUTRAL	0.0008
373	NEUTRAL	0.0008
374	NEUTRAL	0.0007
375	NEUTRAL	0.0008
376	NEUTRAL	0.0007
377	NEUTRAL	0.0008
378	NEUTRAL	0.0008
379	NEUTRAL	0.0010
380	NEUTRAL	0.0012
381	NEUTRAL	0.0011
382	NEUTRAL	0.0016
383	NEUTRAL	0.0017
384	NEUTRAL	0.0014
385	NEUTRAL	0.0017
386	NEUTRAL	0.0015
387	NEUTRAL	0.0011
388	NEUTRAL	0.0011
389	NEUTRAL	0.0010
390	NEUTRAL	0.0012
391	NEUTRAL	0.0009
392	NEUTRAL	0.0009
393	NEUTRAL	0.0009
394	NEUTRAL	0.0009
395	NEUTRAL	0.0011
396	NEUTRAL	0.0013
397	NEUTRAL	0.0013
398	NEUTRAL	0.0017
399	NEUTRAL	0.0017
400	NEUTRAL	0.0018
401	NEUTRAL	0.0017
402	NEUTRAL	0.0019
403	NEUTRAL	0.0015
404	NEUTRAL	0.0021
405	NEUTRAL	0.0015
406	NEUTRAL	0.0014
407	NEUTRAL	0.0010
408	NEUTRAL	0.0009
409	NEUTRAL	0.0012
410	NEUTRAL	0.0009
411	NEUTRAL	0.0007
412	NEUTRAL	0.0006
413	NEUTRAL	0.0009
414	NEUTRAL	0.0008
415	NEUTRAL	0.0010
416	NEUTRAL	0.0006
417	NEUTRAL	0.0006
418	NEUTRAL	0.0008
419	NEUTRAL	0.0009
420	NEUTRAL	0.0007
421	NEUTRAL	0.0009
422	NEUTRAL	0.0009
423	NEUTRAL	0.0013
424	NEUTRAL	0.0015
425	NEUTRAL	0.0015
426	NEUTRAL	0.0014
427	NEUTRAL	0.0012
428	NEUTRAL	0.0010
429	NEUTRAL	0.0010
430	NEUTRAL	0.0009
431	NEUTRAL	0.0007
432	NEUTRAL	0.0007
433	NEUTRAL	0.0005
434	NEUTRAL	0.0006
435	NEUTRAL	0.0008
436	NEUTRAL	0.0008
437	NEUTRAL	0.0009
438	NEUTRAL	0.0010
439	NEUTRAL	0.0006
440	NEUTRAL	0.0007
441	NEUTRAL	0.0007
442	NEUTRAL	0.0007
443	NEUTRAL	0.0009
444	NEUTRAL	0.0007
445	NEUTRAL	0.0010
446	NEUTRAL	0.0007
447	NEUTRAL	0.0010
448	NEUTRAL	0.0011
449	NEUTRAL	0.0008
450	NEUTRAL	0.0008
451	NEUTRAL	0.0009
452	NEUTRAL	0.0012
453	NEUTRAL	0.0012
454	NEUTRAL	0.0012
455	NEUTRAL	0.0010
456	NEUTRAL	0.0009
457	NEUTRAL	0.0009
458	NEUTRAL	0.0008
459	NEUTRAL	0.0010
460	NEUTRAL	0.0009
461	NEUTRAL	0.0010
462	NEUTRAL	0.0008
463	NEUTRAL	0.0007
464	NEUTRAL	0.0012
465	NEUTRAL	0.0015
466	NEUTRAL	0.0012
467	NEUTRAL	0.0010
468	NEUTRAL	0.0017
469	NEUTRAL	0.0012
470	NEUTRAL	0.0012
471	NEUTRAL	0.0012
472	NEUTRAL	0.0012
473	NEUTRAL	0.0011
474	NEUTRAL	0.0011
475	NEUTRAL	0.0010
476	NEUTRAL	0.0012
477	NEUTRAL	0.0011
478	NEUTRAL	0.0011
479	NEUTRAL	0.0011
480	NEUTRAL	0.0012
481	NEUTRAL	0.0013
482	NEUTRAL	0.0015
483	NEUTRAL	0.0019
484	NEUTRAL	0.0022
485	NEUTRAL	0.0019
486	NEUTRAL	0.0019
487	NEUTRAL	0.0013
488	NEUTRAL	0.0016
489	NEUTRAL	0.0014
490	NEUTRAL	0.0012
491	NEUTRAL	0.0010
492	NEUTRAL	0.0011
493	NEUTRAL	0.0012
494	NEUTRAL	0.0012
495	NEUTRAL	0.0010
496	NEUTRAL	0.0011
497	NEUTRAL	0.0012
498	NEUTRAL	0.0010
499	NEUTRAL	0.0007
500	NEUTRAL	0.0006
501	NEUTRAL	0.0012
502	NEUTRAL	0.0010
503	NEUTRAL	0.0010
504	NEUTRAL	0.0012
505	NEUTRAL	0.0013
506	NEUTRAL	0.0013
507	NEUTRAL	0.0014
508	NEUTRAL	0.0015
509	NEUTRAL	0.0015
510	NEUTRAL	0.0016
511	NEUTRAL	0.0012
512	NEUTRAL	0.0011
513	NEUTRAL	0.0011
514	NEUTRAL	0.0015
515	NEUTRAL	0.0012
516	NEUTRAL	0.0011
517	NEUTRAL	0.0014
518	NEUTRAL	0.0012
519	NEUTRAL	0.0013
520	NEUTRAL	0.0010
521	NEUTRAL	0.0010
522	NEUTRAL	0.0009
523	NEUTRAL	0.0007
524	NEUTRAL	0.0007
525	NEUTRAL	0.0007
526	NEUTRAL	0.0007
527	NEUTRAL	0.0006
528	NEUTRAL	0.0006
529	NEUTRAL	0.0007
530	NEUTRAL	0.0010
531	NEUTRAL	0.0009
532	NEUTRAL	0.0010
533	NEUTRAL	0.0012
534	NEUTRAL	0.0010
535	NEUTRAL	0.0012
536	NEUTRAL	0.0010
537	NEUTRAL	0.0012
538	NEUTRAL	0.0011
539	NEUTRAL	0.0011
540	NEUTRAL	0.0010
541	NEUTRAL	0.0011
542	NEUTRAL	0.0014
543	NEUTRAL	0.0013
544	NEUTRAL	0.0012
545	NEUTRAL	0.0014
546	NEUTRAL	0.0016
547	NEUTRAL	0.0013
548	NEUTRAL	0.0012
549	NEUTRAL	0.0013
550	NEUTRAL	0.0012
551	NEUTRAL	0.0018
552	NEUTRAL	0.0026
553	NEUTRAL	0.0021
554	NEUTRAL	0.0022
555	NEUTRAL	0.0015
556	NEUTRAL	0.0015
557	NEUTRAL	0.0013
558	NEUTRAL	0.0015
559	NEUTRAL	0.0012
560	NEUTRAL	0.0012
561	NEUTRAL	0.0010
562	NEUTRAL	0.0009
563	NEUTRAL	0.0008
564	NEUTRAL	0.0007
565	NEUTRAL	0.0006
566	NEUTRAL	0.0009
567	NEUTRAL	0.0008
568	NEUTRAL	0.0010
569	NEUTRAL	0.0012
570	NEUTRAL	0.0013
571	NEUTRAL	0.0012
572	NEUTRAL	0.0011
573	NEUTRAL	0.0017
574	NEUTRAL	0.0016
575	NEUTRAL	0.0022
576	NEUTRAL	0.0016
577	NEUTRAL	0.0014
578	NEUTRAL	0.0017
579	NEUTRAL	0.0017
580	NEUTRAL	0.0020
581	NEUTRAL	0.0021
582	NEUTRAL	0.0026
583	NEUTRAL	0.0022
584	NEUTRAL	0.0018
585	NEUTRAL	0.0015
586	NEUTRAL	0.0017
587	NEUTRAL	0.0017
588	NEUTRAL	0.0018
589	NEUTRAL	0.0015
590	NEUTRAL	0.0013
591	NEUTRAL	0.0014
592	NEUTRAL	0.0009
593	NEUTRAL	0.0008
594	NEUTRAL	0.0008
595	NEUTRAL	0.0009
596	NEUTRAL	0.0009
597	NEUTRAL	0.0007
598	NEUTRAL	0.0009
599	NEUTRAL	0.0014
600	NEUTRAL	0.0011
601	NEUTRAL	0.0011
602	NEUTRAL	0.0012
603	NEUTRAL	0.0010
604	NEUTRAL	0.0012
605	NEUTRAL	0.0012
606	NEUTRAL	0.0013
607	NEUTRAL	0.0012
608	NEUTRAL	0.0013
609	NEUTRAL	0.0011
610	NEUTRAL	0.0011
611	NEUTRAL	0.0016
612	NEUTRAL	0.0011
613	NEUTRAL	0.0012
614	NEUTRAL	0.0010
615	NEUTRAL	0.0010
616	NEUTRAL	0.0013
617	NEUTRAL	0.0011
618	NEUTRAL	0.0012
619	NEUTRAL	0.0010
620	NEUTRAL	0.0010
621	NEUTRAL	0.0009
622	NEUTRAL	0.0014
623	NEUTRAL	0.0010
624	NEUTRAL	0.0011
625	NEUTRAL	0.0013
626	NEUTRAL	0.0012
627	NEUTRAL	0.0014
628	NEUTRAL	0.0013
629	NEUTRAL	0.0012
630	NEUTRAL	0.0009
631	NEUTRAL	0.0006
632	NEUTRAL	0.0006
633	NEUTRAL	0.0006
634	NEUTRAL	0.0007
635	NEUTRAL	0.0007
636	NEUTRAL	0.0008
637	NEUTRAL	0.0008
638	NEUTRAL	0.0009
639	NEUTRAL	0.0007
640	NEUTRAL	0.0010
641	NEUTRAL	0.0008
642	NEUTRAL	0.0012
643	NEUTRAL	0.0008
644	NEUTRAL	0.0009
645	NEUTRAL	0.0010
646	NEUTRAL	0.0009
647	NEUTRAL	0.0009
648	NEUTRAL	0.0009
649	NEUTRAL	0.0011
650	NEUTRAL	0.0013
651	NEUTRAL	0.0017
652	NEUTRAL	0.0016
653	NEUTRAL	0.0021
654	NEUTRAL	0.0019
655	NEUTRAL	0.0016
656	NEUTRAL	0.0013
657	NEUTRAL	0.0014
658	NEUTRAL	0.0011
659	NEUTRAL	0.0010
660	NEUTRAL	0.0008
661	NEUTRAL	0.0005
662	NEUTRAL	0.0005
663	NEUTRAL	0.0004
664	NEUTRAL	0.0005
665	NEUTRAL	0.0005
666	NEUTRAL	0.0005
667	NEUTRAL	0.0007
668	NEUTRAL	0.0009
669	NEUTRAL	0.0013
670	NEUTRAL	0.0014
671	NEUTRAL	0.0012
672	NEUTRAL	0.0012
673	NEUTRAL	0.0014
674	NEUTRAL	0.0016
675	NEUTRAL	0.0015
676	NEUTRAL	0.0020
677	NEUTRAL	0.0017
678	NEUTRAL	0.0019
679	NEUTRAL	0.0016
680	NEUTRAL	0.0021
681	NEUTRAL	0.0017
682	NEUTRAL	0.0013
683	NEUTRAL	0.0016
684	NEUTRAL	0.0018
685	NEUTRAL	0.0014
686	NEUTRAL	0.0010
687	NEUTRAL	0.0012
688	NEUTRAL	0.0014
689	NEUTRAL	0.0012
690	NEUTRAL	0.0015
691	NEUTRAL	0.0016
692	NEUTRAL	0.0011
693	NEUTRAL	0.0012
694	NEUTRAL	0.0014
695	NEUTRAL	0.0017
696	NEUTRAL	0.0012
697	NEUTRAL	0.0011
698	NEUTRAL	0.0010
699	NEUTRAL	0.0011
700	NEUTRAL	0.0008
701	NEUTRAL	0.0009
702	NEUTRAL	0.0011
703	NEUTRAL	0.0009
704	NEUTRAL	0.0013
705	NEUTRAL	0.0010
706	NEUTRAL	0.0013
707	NEUTRAL	0.0009
708	NEUTRAL	0.0009
709	NEUTRAL	0.0007
710	NEUTRAL	0.0008
711	NEUTRAL	0.0007
712	NEUTRAL	0.0008
713	NEUTRAL	0.0006
714	NEUTRAL	0.0005
715	NEUTRAL	0.0008
716	NEUTRAL	0.0008
717	NEUTRAL	0.0009
718	NEUTRAL	0.0008
719	NEUTRAL	0.0011
720	NEUTRAL	0.0011
721	NEUTRAL	0.0011
722	NEUTRAL	0.0009
723	NEUTRAL	0.0006
724	NEUTRAL	0.0007
725	NEUTRAL	0.0007
726	NEUTRAL	0.0006
727	NEUTRAL	0.0006
728	NEUTRAL	0.0006
729	NEUTRAL	0.0006
730	NEUTRAL	0.0006
731	NEUTRAL	0.0007
732	NEUTRAL	0.0008
733	NEUTRAL	0.0012
734	NEUTRAL	0.0009
735	NEUTRAL	0.0010
736	NEUTRAL	0.0019
737	NEUTRAL	0.0018
738	NEUTRAL	0.0010
739	NEUTRAL	0.0012
740	NEUTRAL	0.0009
741	NEUTRAL	0.0018
742	NEUTRAL	0.0017
743	NEUTRAL	0.0019
744	NEUTRAL	0.0017
745	NEUTRAL	0.0020
746	NEUTRAL	0.0016
747	NEUTRAL	0.0012
748	NEUTRAL	0.0016
749	NEUTRAL	0.0019
750	NEUTRAL	0.0013
751	NEUTRAL	0.0011
752	NEUTRAL	0.0011
753	NEUTRAL	0.0012
754	NEUTRAL	0.0012
755	NEUTRAL	0.0013
756	NEUTRAL	0.0011
757	NEUTRAL	0.0012
758	NEUTRAL	0.0015
759	NEUTRAL	0.0017
760	NEUTRAL	0.0017
761	NEUTRAL	0.0025
762	NEUTRAL	0.0020
763	NEUTRAL	0.0026
764	NEUTRAL	0.0020
765	NEUTRAL	0.0022
766	NEUTRAL	0.0018
767	NEUTRAL	0.0020
768	NEUTRAL	0.0019
769	NEUTRAL	0.0018
770	NEUTRAL	0.0013
771	NEUTRAL	0.0011
772	NEUTRAL	0.0010
773	NEUTRAL	0.0012
774	NEUTRAL	0.0010
775	NEUTRAL	0.0009
776	NEUTRAL	0.0009
777	NEUTRAL	0.0008
778	NEUTRAL	0.0007
779	NEUTRAL	0.0009
780	NEUTRAL	0.0011
781	NEUTRAL	0.0013
782	NEUTRAL	0.0021
783	NEUTRAL	0.0022
784	NEUTRAL	0.0023
785	NEUTRAL	0.0019
786	NEUTRAL	0.0017
787	NEUTRAL	0.0016
788	NEUTRAL	0.0023
789	NEUTRAL	0.0017
790	NEUTRAL	0.0014
791	NEUTRAL	0.0016
792	NEUTRAL	0.0015
793	NEUTRAL	0.0016
794	NEUTRAL	0.0010
795	NEUTRAL	0.0011
796	NEUTRAL	0.0009
797	NEUTRAL	0.0009
798	NEUTRAL	0.0007
799	NEUTRAL	0.0008
800	NEUTRAL	0.0007
801	NEUTRAL	0.0008
802	NEUTRAL	0.0006
803	NEUTRAL	0.0008
804	NEUTRAL	0.0012
805	NEUTRAL	0.0012
806	NEUTRAL	0.0011
807	NEUTRAL	0.0011
808	NEUTRAL	0.0010
809	NEUTRAL	0.0010
810	NEUTRAL	0.0011
811	NEUTRAL	0.0011
812	NEUTRAL	0.0011
813	NEUTRAL	0.0010
814	NEUTRAL	0.0008
815	NEUTRAL	0.0007
816	NEUTRAL	0.0008
817	NEUTRAL	0.0006
818	NEUTRAL	0.0006
819	NEUTRAL	0.0008
820	NEUTRAL	0.0008
821	NEUTRAL	0.0009
822	NEUTRAL	0.0011
823	NEUTRAL	0.0012
824	NEUTRAL	0.0012
825	NEUTRAL	0.0014
826	NEUTRAL	0.0017
827	NEUTRAL	0.0016
828	NEUTRAL	0.0015
829	NEUTRAL	0.0014
830	NEUTRAL	0.0012
831	NEUTRAL	0.0010
832	NEUTRAL	0.0010
833	NEUTRAL	0.0008
834	NEUTRAL	0.0009
835	NEUTRAL	0.0008
836	NEUTRAL	0.0008
837	NEUTRAL	0.0009
838	NEUTRAL	0.0009
839	NEUTRAL	0.0009
840	NEUTRAL	0.0013
841	NEUTRAL	0.0012
842	NEUTRAL	0.0011
843	NEUTRAL	0.0011
844	NEUTRAL	0.0012
845	NEUTRAL	0.0011
846	NEUTRAL	0.0010
847	NEUTRAL	0.0011
848	NEUTRAL	0.0012
849	NEUTRAL	0.0009
850	NEUTRAL	0.0008
851	NEUTRAL	0.0009
852	NEUTRAL	0.0007
853	NEUTRAL	0.0011
854	NEUTRAL	0.0013
855	NEUTRAL	0.0018
856	NEUTRAL	0.0017
857	NEUTRAL	0.0010
858	NEUTRAL	0.0010
859	NEUTRAL	0.0013
860	NEUTRAL	0.0013
861	NEUTRAL	0.0010
862	NEUTRAL	0.0016
863	NEUTRAL	0.0014
864	NEUTRAL	0.0014
865	NEUTRAL	0.0013
866	NEUTRAL	0.0015
867	NEUTRAL	0.0015
868	NEUTRAL	0.0021
869	NEUTRAL	0.0019
870	NEUTRAL	0.0012
871	NEUTRAL	0.0011
872	NEUTRAL	0.0008
873	NEUTRAL	0.0006
874	NEUTRAL	0.0007
875	NEUTRAL	0.0009
876	NEUTRAL	0.0011
877	NEUTRAL	0.0008
878	NEUTRAL	0.0012
879	NEUTRAL	0.0007
880	NEUTRAL	0.0008
881	NEUTRAL	0.0009
882	NEUTRAL	0.0010
883	NEUTRAL	0.0006
884	NEUTRAL	0.0005
885	NEUTRAL	0.0007
886	NEUTRAL	0.0007
887	NEUTRAL	0.0011
888	NEUTRAL	0.0011
889	NEUTRAL	0.0015
890	NEUTRAL	0.0012
891	NEUTRAL	0.0016
892	NEUTRAL	0.0010
893	NEUTRAL	0.0015
894	NEUTRAL	0.0013
895	NEUTRAL	0.0012
896	NEUTRAL	0.0013
897	NEUTRAL	0.0013
898	NEUTRAL	0.0015
899	NEUTRAL	0.0015
900	NEUTRAL	0.0015
901	NEUTRAL	0.0014
902	NEUTRAL	0.0011
903	NEUTRAL	0.0011
904	NEUTRAL	0.0009
905	NEUTRAL	0.0011
906	NEUTRAL	0.0012
907	NEUTRAL	0.0012
908	NEUTRAL	0.0008
909	NEUTRAL	0.0008
910	NEUTRAL	0.0010
911	NEUTRAL	0.0012
912	NEUTRAL	0.0009
913	NEUTRAL	0.0010
914	NEUTRAL	0.0011
915	NEUTRAL	0.0010
916	NEUTRAL	0.0010
917	NEUTRAL	0.0010
918	NEUTRAL	0.0011
919	NEUTRAL	0.0009
920	NEUTRAL	0.0008
921	NEUTRAL	0.0008
922	NEUTRAL	0.0010
923	NEUTRAL	0.0010
924	NEUTRAL	0.0007
925	NEUTRAL	0.0008
926	NEUTRAL	0.0006
927	NEUTRAL	0.0006
928	NEUTRAL	0.0007
929	NEUTRAL	0.0011
930	NEUTRAL	0.0007
